,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
0,47.34504,47.30718,19.973124,99.90309,29.075083,42.76659
1,47.332428,47.193306,19.930357,99.835434,29.119957,42.810493
2,47.362934,47.085194,19.93738,99.753395,29.192272,42.844257
3,47.23041,47.027695,19.896809,99.66589,29.299513,43.025146
4,47.042587,47.10974,19.88415,99.62636,29.405092,43.132473
5,46.973423,47.021343,19.87499,99.470604,29.571148,43.22294
6,47.04088,46.86267,19.860973,99.55009,29.633116,43.361202
7,47.036552,46.720654,19.836332,99.50727,29.598015,43.439465
8,47.062466,46.594387,19.81984,99.65265,29.574636,43.50383
9,47.08241,46.40013,19.838373,99.586426,29.546713,43.53564
10,47.188297,46.316994,19.789934,99.580734,29.48642,43.574825
11,47.236874,46.154762,19.80297,99.52447,29.468521,43.534107
12,47.30294,46.044117,19.829113,99.49912,29.396555,43.533897
13,47.351727,45.93453,19.828993,99.55389,29.309095,43.540806
14,47.26745,45.856155,19.852097,99.50684,29.261215,43.52139
15,47.328144,45.793056,19.848072,99.51449,29.21784,43.60239
16,47.246407,45.76811,19.831661,99.46739,29.185019,43.607018
17,47.255604,45.668762,19.844452,99.39764,29.185719,43.647808
18,47.32678,45.61903,19.84754,99.24121,29.251425,43.60423
19,47.34637,45.576935,19.833664,99.30283,29.25578,43.595196
20,47.36069,45.554794,19.822277,99.352905,29.273022,43.668423
21,47.369663,45.556343,19.816526,99.29529,29.248306,43.658108
22,47.240303,45.60419,19.783607,99.33485,29.222933,43.68548
23,47.31278,45.553772,19.777452,99.39803,29.247036,43.7066
24,47.272892,45.565144,19.71958,99.218796,29.308271,43.759457
25,47.301197,45.55089,19.71145,99.236115,29.326433,43.88497
26,47.27445,45.56511,19.669733,99.23776,29.349161,43.960064
27,47.310516,45.53586,19.674967,99.15646,29.403088,44.029015
28,47.38734,45.535442,19.626383,99.07575,29.44796,44.15695
29,47.398766,45.58401,19.572517,99.191315,29.485512,44.164555
30,47.434963,45.58577,19.548588,99.16098,29.541246,44.23231
31,47.42816,45.61171,19.54043,99.1214,29.643278,44.230354
32,47.454357,45.65978,19.490686,99.05662,29.645103,44.27417
33,47.484016,45.640003,19.50682,99.115776,29.66588,44.257935
34,47.51362,45.634083,19.490501,99.067696,29.693996,44.243168
35,47.502415,45.648605,19.465656,99.10012,29.69242,44.247063
36,47.573414,45.6059,19.447836,99.12775,29.68946,44.176037
37,47.559254,45.62494,19.435843,99.0302,29.690868,44.253494
38,47.60663,45.595642,19.44923,99.090485,29.684786,44.275116
39,47.605934,45.594868,19.45846,99.11753,29.680069,44.280426
40,47.64365,45.59336,19.473433,99.06687,29.649412,44.250217
41,47.599922,45.592785,19.46385,98.88881,29.625517,44.331566
42,47.643635,45.574104,19.471628,98.958954,29.62857,44.37872
43,47.6999,45.563316,19.476393,98.97066,29.585491,44.39332
44,47.676506,45.5852,19.459219,99.05811,29.56713,44.484535
45,47.67998,45.58223,19.464567,99.072495,29.566166,44.540493
46,47.646835,45.581802,19.45283,99.08485,29.55115,44.55843
47,47.667194,45.599346,19.443466,99.06247,29.54834,44.601128
48,47.578045,45.621857,19.429293,99.021736,29.52658,44.61413
49,47.554276,45.67413,19.403732,99.16477,29.52177,44.604496
50,47.558094,45.724754,19.380602,99.08526,29.52651,44.65104
51,47.54523,45.720654,19.371668,99.0262,29.574991,44.64404
52,47.574062,45.754463,19.359463,99.047585,29.580414,44.65199
53,47.556816,45.816418,19.340992,98.97,29.594822,44.630833
54,47.50771,45.908016,19.31463,98.99025,29.597475,44.619186
55,47.49316,45.775505,19.31049,99.003395,29.628017,44.61184
56,47.42628,45.87705,19.282543,99.0232,29.671177,44.63079
57,47.42465,45.979996,19.281004,99.05235,29.69273,44.63452
58,47.40827,46.021145,19.259996,98.91927,29.73718,44.608196
59,47.172115,46.260315,19.257885,98.96878,29.769428,44.597298
60,47.241993,46.110886,19.286184,98.96036,29.784777,44.63282
61,47.297703,46.021694,19.313688,98.914536,29.817883,44.6532
62,47.357204,45.960007,19.334154,98.960434,29.816586,44.63575
63,47.333508,45.90368,19.359875,98.89473,29.833677,44.639385
64,47.334908,45.897278,19.369154,98.81748,29.88097,44.618393
65,47.37705,45.85565,19.397245,98.81804,29.876883,44.593536
66,47.35287,45.848213,19.395477,98.94851,29.869614,44.565918
67,47.355606,45.889393,19.406591,98.80573,29.846449,44.588806
68,47.33928,45.925915,19.394592,98.76185,29.85036,44.550606
69,47.349056,45.920483,19.37949,98.69832,29.83433,44.557053
70,47.379597,45.938595,19.379284,98.792656,29.82956,44.576744
71,47.3968,45.924572,19.368908,98.71291,29.833271,44.580395
72,47.445408,45.956913,19.361954,98.699844,29.838192,44.595005
73,47.45616,45.959133,19.368599,98.704895,29.836987,44.618473
74,47.501328,45.97842,19.342817,98.74466,29.813675,44.63791
75,47.46552,45.987328,19.35936,98.775925,29.817114,44.655838
76,47.425575,45.978695,19.352228,98.812485,29.797726,44.67477
77,47.462933,45.97717,19.349539,98.730644,29.8335,44.703392
78,47.44463,45.959053,19.353064,98.6177,29.851473,44.724094
79,47.449284,45.967377,19.367838,98.71296,29.865211,44.750984
80,47.415783,45.998383,19.345415,98.70409,29.87222,44.757526
81,47.418777,46.01704,19.3469,98.681404,29.863249,44.78075
82,47.418144,46.04275,19.345364,98.79462,29.874214,44.75761
83,47.414543,46.045567,19.332413,98.76419,29.888872,44.725666
84,47.39307,46.116108,19.304064,98.69166,29.909014,44.727932
85,47.366512,46.120087,19.276213,98.84319,29.959042,44.68259
86,47.352757,46.152115,19.265535,98.773056,29.971998,44.693542
87,47.379772,46.159084,19.26009,98.797905,29.99556,44.631462
88,47.39435,46.134266,19.250553,98.798805,30.009289,44.621838
89,47.40903,46.136322,19.262999,98.771645,30.040165,44.595974
90,47.418495,46.10042,19.272459,98.78814,30.039734,44.618176
91,47.393578,46.082527,19.272635,98.809586,30.060488,44.589584
92,47.357742,46.085003,19.286028,98.78811,30.065252,44.64595
93,47.38923,46.065212,19.305407,98.75841,30.05883,44.603153
94,47.399147,46.053524,19.322382,98.78726,30.05946,44.609722
95,47.3575,46.05981,19.323175,98.74255,30.066248,44.57365
96,47.362045,46.15253,19.195608,98.68327,30.059418,44.617523
97,47.398605,46.12902,19.201706,98.7446,30.047483,44.633896
98,47.407772,46.140446,19.227669,98.77844,30.031097,44.595303
99,47.43733,46.149895,19.21378,98.79722,30.030954,44.624203
100,47.48705,46.163868,19.210978,98.783615,30.023468,44.638893
101,47.493187,46.180035,19.202381,98.70687,30.027685,44.651463
102,47.529415,46.193153,19.191505,98.68296,30.02941,44.68176
103,47.5431,46.224564,19.18442,98.70929,30.040329,44.64582
104,47.529816,46.243374,19.166754,98.768486,30.057093,44.670475
105,47.552853,46.241024,19.153717,98.78403,30.066895,44.707798
106,47.54061,46.27322,19.153404,98.77132,30.085922,44.6721
107,47.58022,46.25,19.14771,98.70539,30.08913,44.69617
108,47.536102,46.25425,19.1292,98.61133,30.146288,44.700577
109,47.493233,46.2634,19.112768,98.70472,30.115515,44.7198
110,47.49787,46.234646,19.11376,98.68173,30.169773,44.69359
111,47.479523,46.18604,19.241186,98.65569,30.209692,44.674088
112,47.44672,46.193745,19.199753,98.60553,30.24719,44.66386
113,47.41305,46.181015,19.169844,98.60772,30.26851,44.642628
114,47.426563,46.15335,19.164696,98.571396,30.293314,44.66816
115,47.415646,46.10471,19.164883,98.659325,30.300503,44.62757
116,47.438057,46.05925,19.174887,98.6392,30.30477,44.643734
117,47.423286,46.047684,19.164581,98.64167,30.319761,44.593067
118,47.415916,46.032513,19.149647,98.68953,30.30055,44.616295
119,47.418484,46.01613,19.160608,98.70275,30.290255,44.632145
120,47.390392,46.02977,19.154966,98.71467,30.283653,44.62438
121,47.433033,45.992355,19.171465,98.722374,30.278456,44.668083
122,47.46411,45.94394,19.214432,98.70941,30.25863,44.65406
123,47.505516,45.905224,19.220366,98.640305,30.196148,44.663837
124,47.516365,45.878193,19.248262,98.63223,30.182615,44.669025
125,47.53193,45.85305,19.255554,98.664566,30.158497,44.715824
126,47.508327,45.856228,19.247103,98.57785,30.165888,44.686214
127,47.49924,45.85656,19.25807,98.57843,30.15611,44.67616
128,47.505836,45.857838,19.26446,98.6916,30.167103,44.693405
129,47.543602,45.860676,19.262585,98.6609,30.195469,44.66651
130,47.570606,45.833347,19.265503,98.688614,30.227015,44.685307
131,47.60406,45.843086,19.26447,98.72744,30.266554,44.64059
132,47.583725,45.86172,19.228632,98.659805,30.25218,44.658733
133,47.621902,45.868546,19.224081,98.654335,30.26373,44.67156
134,47.60552,45.908504,19.184034,98.57683,30.261175,44.71296
135,47.636574,45.927242,19.16999,98.68139,30.225487,44.69006
136,47.571598,45.909092,19.198746,98.72303,30.209843,44.66061
137,47.58434,45.913204,19.186686,98.676765,30.263668,44.66436
138,47.52154,45.94408,19.159172,98.637505,30.300226,44.67697
139,47.536743,45.918266,19.150625,98.575,30.309963,44.701225
140,47.557636,45.908722,19.160982,98.64293,30.330826,44.677765
141,47.57483,45.876106,19.177643,98.65274,30.307367,44.530968
142,47.619648,45.828274,19.208246,98.679665,30.385506,44.60723
143,47.619446,45.786137,19.229918,98.64179,30.392742,44.593655
144,47.618526,45.75582,19.230158,98.69636,30.403103,44.61306
145,47.608887,45.738995,19.248915,98.72628,30.3579,44.49049
146,47.650017,45.723682,19.266228,98.77696,30.380133,44.558853
147,47.667118,45.699135,19.290703,98.79863,30.345116,44.54016
148,47.6785,45.661606,19.304478,98.79768,30.333025,44.52096
149,47.712135,45.6363,19.339136,98.65389,30.303535,44.514286
150,47.777534,45.62323,19.336073,98.59611,30.28781,44.533787
151,47.803585,45.584545,19.356413,98.61107,30.241755,44.587715
152,47.817238,45.58304,19.367199,98.63882,30.215597,44.63442
153,47.863415,45.56169,19.373138,98.57765,30.194725,44.662495
154,47.857635,45.559895,19.375467,98.5644,30.191347,44.6894
155,47.87739,45.55884,19.354332,98.59789,30.202312,44.6706
156,47.873158,45.534676,19.38159,98.59547,30.227577,44.640125
157,47.873577,45.52926,19.379747,98.59691,30.248486,44.652996
158,47.883972,45.537205,19.392166,98.57461,30.241644,44.628376
159,47.906437,45.533077,19.368773,98.56465,30.248526,44.632534
160,47.899403,45.543476,19.367321,98.53771,30.247444,44.66468
161,47.915504,45.56182,19.354683,98.62023,30.239326,44.638256
162,47.934635,45.588425,19.358215,98.5611,30.238052,44.651367
163,47.942406,45.60643,19.345652,98.62258,30.23546,44.644188
164,47.942726,45.62796,19.34457,98.68639,30.251442,44.621433
165,47.93104,45.652462,19.315712,98.68195,30.274439,44.630756
166,47.91159,45.653378,19.293905,98.70941,30.27169,44.601326
167,47.940323,45.621964,19.293865,98.68422,30.267097,44.515972
168,47.940655,45.616825,19.308031,98.66964,30.319147,44.563435
169,47.975918,45.592045,19.312191,98.60638,30.339544,44.54584
170,48.02237,45.557583,19.328264,98.60194,30.344114,44.47551
171,48.032204,45.560493,19.31562,98.62961,30.365664,44.513058
172,48.043266,45.525406,19.319471,98.624954,30.35482,44.542507
173,48.058495,45.49312,19.343168,98.619896,30.36178,44.516487
174,48.005238,45.524963,19.309486,98.586,30.377462,44.547302
175,48.0134,45.50088,19.338497,98.56616,30.364254,44.520813
176,48.02654,45.503624,19.337444,98.63404,30.354906,44.513935
177,48.047268,45.505127,19.355083,98.60819,30.321407,44.427746
178,48.060932,45.538982,19.351074,98.69766,30.363766,44.45012
179,48.130184,45.53123,19.346416,98.609024,30.365496,44.48902
180,48.107998,45.552425,19.32267,98.56111,30.326817,44.441494
181,48.12222,45.53514,19.309393,98.60124,30.36647,44.493057
182,48.118195,45.51011,19.323908,98.620895,30.357252,44.526817
183,48.124943,45.504276,19.316198,98.627846,30.296375,44.49057
184,48.124645,45.466663,19.336538,98.583435,30.338524,44.579567
185,48.093952,45.457058,19.352558,98.60075,30.294397,44.493782
186,48.076027,45.441166,19.359442,98.65175,30.344439,44.61169
187,48.068745,45.430885,19.355959,98.66751,30.348803,44.625885
188,48.067665,45.420994,19.361008,98.53115,30.427637,44.613827
189,48.06564,45.43097,19.338013,98.60758,30.332579,44.59712
190,48.053776,45.407253,19.35492,98.59358,30.293823,44.521156
191,48.079334,45.38349,19.360523,98.56384,30.345095,44.61633
192,48.074234,45.40052,19.343891,98.69575,30.27377,44.625122
193,48.061974,45.42617,19.338343,98.72102,30.234585,44.661423
194,48.04755,45.432785,19.324518,98.7453,30.238594,44.649662
195,47.996666,45.439545,19.314093,98.72942,30.215584,44.666992
196,47.993587,45.410152,19.304693,98.76686,30.179026,44.678535
197,48.028797,45.39215,19.316446,98.63694,30.195267,44.707096
198,48.07159,45.379314,19.293213,98.650276,30.171936,44.750797
199,48.122574,45.383423,19.292076,98.572876,30.170507,44.7448
200,48.11648,45.40765,19.274817,98.59936,30.150845,44.765408
201,48.158787,45.43882,19.26573,98.53746,30.183722,44.767902
202,48.152977,45.47066,19.25629,98.50919,30.193481,44.750175
203,48.141068,45.531143,19.245134,98.46424,30.194609,44.758038
204,48.144863,45.55378,19.228447,98.53802,30.17204,44.733654
205,48.081203,45.615353,19.186237,98.658745,30.183659,44.688774
206,48.085438,45.627007,19.173618,98.54193,30.222103,44.673443
207,48.071148,45.68909,19.160732,98.50781,30.200264,44.586735
208,48.068558,45.695656,19.142326,98.43722,30.21399,44.609562
209,48.046356,45.76212,19.102283,98.4369,30.226133,44.613266
210,48.03821,45.789402,19.089727,98.34874,30.231016,44.602764
211,48.023552,45.822697,19.05439,98.38601,30.248209,44.54916
212,47.98711,45.90161,19.036367,98.42795,30.27579,44.576305
213,47.93884,45.97424,19.000275,98.50266,30.320486,44.600677
214,47.909637,46.079384,18.963528,98.46753,30.352901,44.597027
215,47.926327,46.208508,18.911976,98.403275,30.37036,44.58232
216,47.804485,46.39014,18.855207,98.273865,30.373398,44.60591
217,47.82714,46.549877,18.826973,98.11276,30.388634,44.63514
218,47.843678,46.649826,18.789103,97.96537,30.415018,44.67908
219,47.894382,46.733402,18.754951,97.84877,30.491407,44.63634
220,47.858948,46.843864,18.689722,97.765594,30.554857,44.64668
221,47.878975,46.95757,18.660307,97.6812,30.627666,44.675167
222,47.82975,47.035454,18.62874,97.53675,30.679064,44.67389
223,47.81361,47.15852,18.604832,97.32187,30.704441,44.73202
224,47.78804,47.31953,18.557201,97.16485,30.743284,44.793602
225,47.840336,47.4687,18.507648,97.14981,30.78923,44.873863
226,47.902515,47.61699,18.437761,96.9042,30.84296,44.94609
227,47.827694,47.75076,18.40163,96.48407,30.942978,45.07175
228,47.908524,47.79418,18.35332,95.95619,31.133831,45.30743
229,47.91822,47.819244,18.324448,95.69442,31.192064,45.47358
230,47.980232,47.805885,18.315788,95.49219,31.267122,45.59591
231,48.117058,47.755505,18.322525,95.240265,31.398397,45.74174
232,48.146336,47.78862,18.303297,94.78149,31.56802,45.87292
233,48.162045,47.710995,18.32751,94.44741,31.66018,45.976562
234,48.3419,47.68867,18.291332,94.16351,31.922588,46.14579
235,48.37896,47.647293,18.258562,93.774956,32.110966,46.27155
236,48.55498,47.614605,18.26373,93.525444,32.32212,46.44647
237,48.55971,47.635624,18.187654,93.16989,32.516922,46.755604
238,48.677814,47.56724,18.201086,92.686775,32.84457,46.9878
239,48.807503,47.567997,18.115982,92.27741,33.171963,47.15184
240,48.925438,47.525497,18.046186,91.88329,33.512966,47.326042
241,49.195396,47.353317,18.066835,91.83749,33.762115,47.40448
242,49.4192,47.263725,18.009563,91.50073,33.961967,47.596256
243,49.63262,47.115963,17.985699,91.16401,34.093517,47.700268
244,49.827164,46.99915,17.924181,91.16496,34.191895,47.929184
245,50.079468,46.95123,17.87399,91.07955,34.29585,47.960827
246,50.437866,46.87262,17.87576,90.964226,34.46727,48.055336
247,49.642193,47.490517,17.67531,91.01657,34.71114,47.95304
248,49.76699,47.45586,17.639809,90.90197,34.9686,47.85886
249,49.883217,47.21803,17.649612,90.76611,35.236294,47.80584
250,50.05534,47.087124,17.62812,90.736115,35.56678,47.666397
251,50.05835,46.865097,17.66336,90.62563,35.991497,47.53372
252,50.561996,46.403137,17.601768,90.6406,36.5254,47.70298
253,50.61667,46.19404,17.285421,90.64973,36.903122,47.448715
254,50.740833,45.96881,17.197475,90.52437,37.2334,47.333885
255,50.920555,45.75052,17.167152,90.85025,37.56578,47.105644
256,50.949,45.482502,17.119406,90.71082,38.01119,46.836273
257,50.926773,45.28011,17.028248,90.86637,38.3994,46.556095
258,51.052956,45.024227,17.011423,91.07442,38.720055,46.390484
259,51.192738,44.2203,17.296417,91.10188,39.1388,46.10923
260,51.284664,44.104053,17.000122,91.381454,39.526974,45.90238
261,51.172787,43.99039,16.932606,91.702286,39.872643,45.64101
262,51.04243,43.9405,16.926401,91.95593,40.35429,45.301804
263,51.040623,43.69605,16.875126,92.32532,40.83651,45.16086
264,51.10651,43.460957,16.861519,92.78688,41.452763,44.75765
265,51.06935,43.286587,16.822895,93.22461,42.082413,44.289368
266,50.993645,43.179646,16.793558,93.79527,42.728794,43.620907
267,50.85151,43.150337,16.76241,94.00582,43.468792,43.305332
268,50.682743,43.19357,16.721472,94.367676,44.157837,43.26226
269,50.828243,43.019997,16.759151,94.48147,44.88023,42.85917
270,50.814186,42.953743,16.523512,94.59631,45.55483,42.40409
271,50.856415,42.730503,16.483372,94.66836,46.183437,41.993584
272,50.952667,42.592796,16.52889,94.72923,46.340473,41.62189
273,51.01973,42.350685,16.61792,94.62137,46.156532,41.41407
274,50.921894,42.627747,16.578884,95.05565,45.38341,41.12062
275,50.884106,42.503624,16.509459,95.0216,44.48273,41.578568
276,50.807495,42.43396,16.476643,94.63409,43.374104,42.19642
277,50.871445,42.46964,16.37334,94.273476,42.322662,42.711876
278,50.724606,42.604637,16.33596,94.21582,40.98415,42.82
279,50.614246,42.745243,16.310894,94.100464,39.638905,43.371487
280,50.63729,42.765915,16.222979,94.00253,38.465748,43.328373
281,50.671677,42.745464,15.744405,94.340416,37.268326,43.687023
282,50.54564,42.588093,15.546514,94.24904,36.422844,43.75612
283,50.326546,42.086308,15.508294,94.28822,35.966763,43.24508
284,50.25494,42.142418,15.387891,94.39022,35.592327,42.856777
285,50.157562,42.024525,15.330579,94.38579,35.42502,42.58047
286,49.80699,42.23236,15.182654,94.35439,35.51125,42.545856
287,49.977657,42.01283,15.115473,94.37272,35.56074,42.655064
288,49.925232,42.0014,15.04422,94.32193,35.498394,42.85541
289,49.811035,41.931915,15.024182,94.32645,35.460552,42.95858
290,49.80637,41.89182,14.985745,94.15921,35.449627,43.028652
291,49.78051,41.89352,14.873296,93.88842,35.463585,43.180737
292,49.71523,41.732597,14.879495,93.72937,35.472,43.2241
293,49.600548,41.65906,14.823282,93.427055,35.508747,43.247704
294,49.498055,41.629272,14.770651,93.2085,35.479744,43.484028
295,50.108418,42.568836,14.747848,92.65273,35.54108,43.68011
296,50.016945,42.6349,14.698061,92.78734,35.3719,43.871212
297,50.016815,42.612377,14.628313,92.70673,35.41064,43.96878
298,50.085556,42.541588,14.583526,92.5818,35.38105,44.065006
299,49.01817,41.602066,14.549539,93.20621,35.160297,44.14571
300,49.94885,42.45358,14.557121,92.38079,35.38717,44.146587
301,49.135136,41.29198,14.415645,93.03982,35.21514,44.084316
302,48.84833,41.49912,14.322343,93.05694,35.190445,44.02654
303,48.76802,41.468426,14.396839,92.99429,35.171803,44.09053
304,48.677227,41.46121,14.426957,92.96428,35.17909,44.08687
305,48.660927,41.459373,14.418868,92.981476,35.12441,44.10101
306,48.623486,41.50147,14.410238,93.166916,35.068237,44.14451
307,48.614353,41.51986,14.368214,93.28442,34.999825,44.141815
308,48.605213,41.57681,14.278473,93.32019,34.982105,44.174923
309,48.577866,41.614773,14.138754,93.4021,34.95593,44.11746
310,48.52641,41.65129,14.141355,93.46341,34.913116,44.14445
311,48.529602,41.705887,14.082217,93.577736,34.844547,44.128895
312,48.387527,41.832153,14.000267,93.59477,34.847103,44.041393
313,49.175724,42.40684,13.941621,93.0113,35.03034,43.971138
314,49.214024,42.460052,13.91144,93.098885,34.987038,43.96577
315,49.205936,42.493813,13.901763,93.148315,34.93718,43.976852
316,49.176968,42.54481,13.887442,93.15445,34.95118,43.934544
317,49.182907,42.54236,13.89956,93.20291,34.928017,43.94938
318,49.180973,42.54473,13.796442,93.244545,34.94803,43.93217
319,49.192513,42.56338,13.872509,93.24482,34.956345,43.885757
320,49.21921,42.57137,13.753774,93.25283,34.989685,43.849945
321,49.225094,42.551586,13.765878,93.38302,34.987186,43.773285
322,49.21266,42.55572,13.755584,93.284256,34.977734,43.7843
323,49.235863,42.570255,13.749967,93.23268,34.976784,43.788136
324,49.261517,42.587917,13.762489,93.20105,34.94206,43.840744
325,49.305164,42.612938,13.754218,93.2251,34.87838,43.954094
326,49.288395,42.61942,13.744031,93.23375,34.814114,44.031193
327,49.360542,42.633286,13.817921,93.28072,34.78203,44.060722
328,49.31626,42.654846,13.899176,93.279236,34.80227,44.14053
329,49.394764,42.649,13.854636,93.328964,34.782375,44.085052
330,49.40881,42.632664,13.835412,93.382675,34.78956,44.06527
331,49.45393,42.614216,13.825197,93.38043,34.80286,44.031536
332,49.48962,42.63294,13.764514,93.4067,34.792774,43.970345
333,49.48847,42.609047,13.775332,93.38524,34.78963,43.947784
334,49.462254,42.607014,13.75159,93.42361,34.772278,43.946396
335,49.488922,42.586758,13.755397,93.558304,34.749626,43.913227
336,49.465202,42.543884,13.7914,93.548584,34.708984,43.887596
337,49.452797,42.51066,13.787045,93.604744,34.724888,43.877934
338,49.44557,42.495255,13.800294,93.63783,34.72205,43.825592
339,49.51454,42.46312,13.803214,93.783676,34.729088,43.790035
340,49.43811,42.51554,13.789538,93.87776,34.700516,43.769634
341,49.427666,42.532974,13.801883,93.96675,34.71348,43.705826
342,49.4806,42.515038,13.800566,93.92213,34.728226,43.714565
343,49.52748,42.570232,13.77962,93.790596,34.716038,43.6694
344,49.595547,42.602863,13.757766,93.85031,34.69418,43.655
345,49.664997,42.66886,13.734037,93.81452,34.69651,43.692646
346,49.728302,42.78438,13.706075,93.8043,34.66235,43.69057
347,49.713463,42.856552,13.661293,93.804054,34.613857,43.73621
348,49.744152,42.94458,13.659399,93.79707,34.5897,43.79115
349,49.705692,43.03475,13.598513,93.86402,34.568764,43.829582
350,49.703915,43.08347,13.578177,93.76761,34.617283,43.826584
351,49.714413,43.08918,13.524805,93.88835,34.593445,43.89051
352,49.746136,43.0954,13.507855,93.91566,34.60452,43.867817
353,49.772987,43.07158,13.51718,93.934715,34.62389,43.787067
354,49.815857,43.025986,13.543033,93.92974,34.624985,43.78437
355,49.799797,43.037064,13.5471735,93.91282,34.652298,43.721333
356,49.819447,43.016556,13.54064,94.05863,34.570095,43.709538
357,49.79609,43.00279,13.543091,94.00307,34.569473,43.686825
358,49.822403,43.007835,13.547334,94.06671,34.55583,43.64825
359,49.81163,43.030888,13.533885,94.02599,34.557846,43.714962
360,49.7747,43.043686,13.5252285,93.8961,34.632553,43.700146
361,49.836678,43.010857,13.527083,94.016235,34.59891,43.695885
362,49.8476,42.994553,13.523695,93.99099,34.61638,43.753254
363,49.852745,42.970467,13.511291,94.040085,34.659504,43.772438
364,49.90489,42.941734,13.4948225,94.10851,34.682537,43.820118
365,49.9269,42.93998,13.458407,94.08093,34.730103,43.842148
366,49.973446,42.955887,13.393588,94.06362,34.780136,43.782875
367,50.00497,42.956085,13.404022,94.058685,34.83537,43.80776
368,50.020805,43.01021,13.355882,94.02349,34.861046,43.870277
369,50.10115,43.066505,13.362828,94.12012,34.87234,43.887604
370,50.12057,43.11658,13.339047,94.12046,34.884434,43.922115
371,50.125744,43.18981,13.32357,94.08787,34.884186,43.92395
372,50.14776,43.20108,13.28812,94.02886,34.873966,43.97402
373,50.124992,43.222874,13.267928,93.95616,34.87648,44.015907
374,50.13341,43.258904,13.25231,94.00571,34.89202,44.048462
375,50.122265,43.26458,13.2265415,93.976204,34.878475,44.025475
376,50.134968,43.263817,13.213297,93.97164,34.91135,43.99539
377,50.112858,43.299404,13.199858,94.006966,34.916016,43.9906
378,50.105446,43.332306,13.210816,94.00516,34.894047,43.98774
379,50.065346,43.347645,13.213297,93.93283,34.905113,43.938324
380,50.019863,43.39505,13.190059,93.88346,34.911877,43.928852
381,49.991905,43.405807,13.194637,93.86034,34.909172,43.956535
382,49.94075,43.400482,13.182558,93.780106,34.877655,43.956715
383,49.908024,43.389534,13.182753,93.76985,34.878014,43.99284
384,49.96961,43.39208,13.253382,93.72935,34.90993,43.994205
385,49.939426,43.432613,13.169449,93.7001,34.915627,44.08549
386,49.939342,43.41316,13.259235,93.56711,34.924267,44.154922
387,49.93823,43.412373,13.243443,93.496864,35.010685,44.172688
388,49.93753,43.395008,13.246513,93.51482,35.01236,44.296364
