,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
389,49.976646,43.407593,13.208903,93.51892,35.07499,44.32215
390,49.98193,43.435123,13.181255,93.50418,35.165897,44.264694
391,50.015476,43.49193,13.150263,93.33246,35.294743,44.280125
392,50.0431,43.53919,13.112533,93.20655,35.32087,44.280838
393,50.127422,43.568264,13.139856,93.14603,35.361507,44.359035
394,49.983337,43.69594,13.080505,93.12134,35.365208,44.38277
395,50.022423,43.7833,12.973938,92.999855,35.44735,44.315414
396,50.04087,43.878986,13.015688,92.93497,35.50673,44.361023
397,50.05985,43.950344,12.97371,92.891685,35.57676,44.305126
398,50.036827,43.974606,12.960317,92.83115,35.623295,44.264877
399,49.965595,44.053867,12.898808,92.92888,35.711636,44.221447
400,49.92171,44.08316,12.974941,92.85719,35.791294,44.18631
401,49.94611,44.123993,12.940522,92.72404,35.947994,44.15303
402,49.94519,44.12088,12.905721,92.57268,36.063877,44.081375
403,49.91303,44.144726,12.93233,92.25525,36.214912,43.98346
404,49.977562,44.14908,12.937059,92.24491,36.24925,43.92716
405,50.057568,44.161434,12.93799,92.212555,36.30129,43.903698
406,50.069485,44.220455,12.9105215,92.24839,36.438908,43.748573
407,50.001297,44.293713,12.883561,92.09373,36.57883,43.67448
408,49.97457,44.34266,12.811006,91.86439,36.69233,43.621918
409,49.85632,44.387127,12.679567,91.82174,36.780308,43.680134
410,49.783215,44.4439,12.680065,91.76465,36.897087,43.952316
411,49.81741,44.4535,12.779873,91.74815,37.013546,43.96146
412,49.774857,44.50666,12.734683,91.94131,37.085335,43.957516
413,49.749363,44.528004,12.707356,91.698296,37.22974,43.976776
414,50.100414,44.247177,12.754142,91.47778,37.342957,43.99311
415,50.145466,44.27554,12.672269,91.291275,37.547688,43.973133
416,50.185043,44.322598,12.631761,91.41523,37.646935,43.788322
417,49.811085,44.409634,12.60387,91.27087,37.967907,43.208282
418,50.135082,44.153023,12.51821,91.38721,38.243614,43.496586
419,50.107155,44.168957,12.675724,91.38147,38.452957,43.28063
420,50.069824,44.190742,12.606938,91.29042,38.739666,42.983902
421,50.123974,44.170856,12.613679,91.06226,38.931446,42.82708
422,50.105278,44.2399,12.5936775,91.249855,39.081078,42.700012
423,50.078854,44.225548,12.569942,91.24522,39.28152,42.513577
424,49.953434,44.26267,12.549196,91.253006,39.532658,42.266495
425,50.136368,44.204266,12.525645,91.30524,39.694077,42.184334
426,50.16888,44.16443,12.585468,91.168846,39.868156,42.00662
427,50.09676,44.21702,12.545314,91.01316,40.033215,41.890762
428,50.171097,44.218494,12.487623,90.88448,40.16427,41.842075
429,50.15702,44.2006,12.445303,91.01532,40.326775,41.726307
430,50.008156,44.23345,12.415874,90.933525,40.542503,41.584255
431,50.000694,44.22367,12.418716,90.885376,40.627964,41.526295
432,50.046078,44.19326,12.411378,90.67463,40.783554,41.424675
433,49.993797,44.247242,12.374492,90.60855,40.780743,41.463326
434,49.98312,44.25784,12.381264,90.70948,40.87721,41.351982
435,49.949196,44.31647,12.374588,90.73932,40.977867,41.306335
436,50.01763,44.270336,12.384512,90.72168,41.120884,41.230213
437,49.960842,44.345108,12.319632,90.47062,41.337975,41.013397
438,49.913902,44.41202,12.254125,90.44355,41.442566,41.0046
439,49.989002,44.471165,12.179501,90.54936,41.58845,40.980507
440,49.971836,44.49855,12.112922,90.442215,41.86132,40.811302
441,50.06012,44.546074,12.0350275,90.3504,42.077435,40.535442
442,50.0511,44.63442,11.952249,90.42169,42.29186,40.471684
443,50.0949,44.66866,11.8867855,90.393105,42.533752,40.168175
444,50.209606,44.696545,11.795199,90.42901,42.81568,40.02244
445,50.186665,44.7266,11.674688,90.22552,43.17483,39.670746
446,50.242466,44.759304,11.638973,90.08855,43.541996,39.26505
447,50.257137,44.79654,11.552767,89.87887,43.951157,38.89146
448,50.34604,44.779606,11.5863285,89.95894,44.277172,38.677208
449,50.517,44.78999,11.558137,89.815544,44.57934,38.428135
450,50.61602,44.837807,11.427667,89.66366,44.96403,38.108833
451,50.705433,44.866825,11.298012,89.43194,45.375652,37.707466
452,50.774307,44.94533,11.169516,89.58753,45.74191,37.49343
453,50.997883,44.91678,11.127053,89.446655,46.05531,37.202362
454,51.13685,44.98215,11.054211,89.23204,46.509045,36.649075
455,51.217564,44.994267,10.999074,89.17565,46.824013,36.22952
456,51.35258,45.020447,10.977627,89.26143,47.060833,36.06951
457,51.45391,45.08527,10.729668,89.13517,47.581757,35.75275
458,51.53128,45.21781,10.620303,89.128815,47.915287,35.445553
459,51.740124,45.269897,10.55581,89.08561,48.350677,35.0985
460,51.849277,45.3482,10.433809,89.064415,48.72664,34.82037
461,51.72985,45.7068,10.397218,88.92449,49.18746,34.166084
462,51.856438,45.769203,10.2344675,88.9641,49.626408,33.789463
463,52.026833,45.77295,10.093931,89.05357,50.180916,33.440697
464,52.209892,45.77822,9.751469,89.23488,50.681644,33.08969
465,52.363106,45.80786,9.563469,89.2508,51.252598,32.788704
466,52.450764,45.856167,9.570826,89.17446,51.982178,32.40233
467,52.528423,45.94798,9.429796,89.14377,52.692272,31.917496
468,52.685585,45.974716,9.289925,89.125145,53.429268,31.540695
469,52.75546,46.09302,9.081101,89.115204,54.144093,31.16762
470,52.958023,46.117695,8.775926,89.04425,54.94893,30.796915
471,53.092487,46.07529,8.569649,89.04825,55.72811,30.413795
472,53.255222,46.11849,8.249502,88.94181,56.46412,29.999016
473,53.65538,45.850773,7.885954,88.998215,57.188698,29.385534
474,53.769596,45.871094,7.6617284,89.12719,57.88076,29.021517
475,53.861088,45.925865,7.084462,89.26721,58.480103,28.715132
476,53.959503,46.07146,6.596328,89.288284,59.25061,28.414593
477,53.973137,46.18651,6.60334,89.542946,59.82365,28.197964
478,53.886143,46.391365,6.065207,89.62641,60.616066,27.895727
479,53.96515,46.436035,5.89089,89.5244,61.414894,27.693556
480,53.843723,46.53206,5.734324,89.53359,62.181526,27.529112
481,53.78147,46.391838,4.7966495,89.56544,62.90632,27.264492
482,53.71589,45.8638,4.9891195,89.39046,63.743473,26.972881
483,53.469814,45.01448,5.4289217,89.297905,64.54435,26.77456
484,53.13738,43.704464,6.3971205,89.225746,65.42503,26.54522
485,52.60415,41.90864,7.8074574,89.12285,66.18128,26.42787
486,52.02278,39.79812,9.476041,89.049706,66.92698,26.268915
487,51.28665,37.668888,11.751313,89.08468,67.887276,26.118544
488,50.229794,35.803856,13.733808,88.92248,68.82968,25.926329
489,49.003407,34.289444,16.022312,88.98432,69.546425,25.867918
490,47.76596,33.21639,17.842607,89.18119,70.32444,25.754063
491,46.303844,32.834015,19.656538,89.45728,70.930244,25.646008
492,45.039597,32.546745,21.34067,89.40039,71.87409,25.512104
493,44.428318,32.498318,23.890894,89.49839,72.6128,25.168747
494,44.607124,32.866608,25.36612,89.611916,73.279686,25.146004
495,44.54319,33.39468,26.58711,89.74363,74.058014,25.205685
496,44.61828,34.276875,27.207489,89.86383,74.34201,25.401115
497,44.721092,34.904625,28.047365,89.57463,75.102234,25.248825
498,45.0713,36.169727,28.362883,89.657616,75.59691,25.148092
499,44.485596,37.60398,29.306051,89.16256,76.15224,25.17704
500,44.838455,39.141365,28.673443,89.16287,76.6672,25.613567
501,45.44128,41.00153,29.010899,89.884865,76.95172,26.01858
502,45.73226,43.29633,28.552212,90.0549,77.28438,25.245302
503,46.13285,45.38506,28.26299,90.387344,77.49387,25.230652
504,46.813316,48.01235,27.715364,90.53204,77.89422,25.193958
505,47.16737,50.57364,27.052923,90.65868,78.25482,25.255949
506,47.10704,53.38526,26.251179,90.62289,78.623566,25.245365
507,47.181885,55.954277,25.501936,90.93219,78.82654,25.328953
508,47.01011,58.72832,24.81451,91.26219,79.21618,25.523384
509,46.6672,61.44099,23.368296,91.25317,79.56233,25.490026
510,46.406033,64.05057,22.805807,91.230995,79.802956,25.515276
511,46.08389,66.65633,22.346243,91.23901,80.331345,25.435839
512,45.853394,69.33291,21.330984,91.37557,80.63,25.406578
513,45.450287,71.89806,20.363092,91.33056,80.41884,25.361048
514,45.10625,74.109886,19.425852,91.36708,80.70425,25.384893
515,44.862183,76.14611,18.47971,91.62766,80.85648,25.379604
516,44.755886,78.06114,17.356585,91.87687,80.60241,25.401411
517,44.648075,78.99308,16.474113,92.03188,80.72437,25.37844
518,44.51389,79.682076,15.750255,95.82738,77.64957,25.291471
519,44.475285,80.38654,15.039969,96.182045,77.69291,25.28227
520,44.433483,80.82537,14.400162,96.44721,77.77573,25.25975
521,44.396896,81.617805,13.596508,93.220184,80.48742,25.239607
522,44.388893,81.98127,13.222825,93.27749,80.57623,25.226559
523,44.485764,82.19448,13.045542,92.61761,81.40006,25.185564
524,44.488083,82.324066,12.87918,92.59299,81.5663,25.129354
525,44.53307,82.23193,13.113391,92.80501,81.5238,25.0977
526,44.591557,81.662796,13.534265,92.70037,81.61064,25.045418
527,44.614323,81.19237,13.942782,92.82043,81.69402,25.034904
528,44.656345,80.65107,14.042412,92.96137,81.76504,25.011929
529,44.49798,79.94253,14.047113,93.199066,81.80531,24.998346
530,44.500538,79.52898,14.061345,93.47302,81.78626,24.991598
531,44.46178,79.02258,14.085094,93.61754,81.88986,24.976704
532,44.533318,78.839615,14.136126,93.66138,82.03259,24.915506
533,44.49262,78.64001,14.190724,93.60338,82.16264,24.886047
534,44.479046,78.33328,14.240122,93.6044,82.29498,24.86995
535,44.53222,78.083565,14.274221,93.50066,82.41963,24.86955
536,44.645775,77.52222,14.351235,93.59259,82.52139,24.831568
537,44.753124,77.137184,14.455112,93.59084,82.602325,24.794077
538,44.792244,76.565155,14.550708,93.62262,82.66847,24.768469
539,44.857994,76.02001,14.66552,93.77994,82.65577,24.700333
540,44.884026,75.49934,14.77377,93.764824,82.76261,24.669333
541,44.94238,74.980804,14.880905,93.88866,82.79673,24.64886
542,45.04961,74.3475,15.033205,94.09003,82.82709,24.592497
543,45.17372,73.758385,15.153757,94.20966,82.80293,24.575256
544,45.269993,73.15896,15.316584,94.21491,82.868164,24.479475
545,45.31296,72.515335,15.445276,94.34326,82.948845,24.433817
546,45.39429,71.98294,15.613803,94.18989,83.129684,24.350435
547,45.372818,71.53067,15.764403,94.16827,83.232635,24.289062
548,45.48449,71.025,15.942137,94.1692,83.3132,24.217274
549,45.407944,70.492966,16.056168,94.0544,83.43729,24.093334
550,45.539898,70.0116,16.223541,94.163155,83.653534,23.975937
551,45.499123,69.52248,16.318844,94.27651,83.64543,23.91751
552,45.524124,69.05312,16.401266,94.43888,83.65209,23.828375
553,45.595337,68.62038,16.515188,94.4345,83.92571,23.701494
554,45.71299,68.1695,16.60693,94.604866,84.00465,23.646849
555,45.691242,67.86885,16.717566,94.56174,84.10499,23.502268
556,45.727955,67.563705,16.776693,94.63189,84.192764,23.412237
557,45.815548,67.23686,16.87056,94.67385,84.28518,23.301426
558,45.680225,67.031456,16.944212,94.584435,84.43505,23.201986
559,45.712475,66.76958,17.023561,94.50365,84.74524,23.042421
560,45.819305,66.39345,17.133171,94.51299,84.82,22.99317
561,45.83159,66.08226,17.234789,94.40739,85.12223,22.825174
562,45.93053,65.729546,17.323286,94.52141,85.209015,22.745733
563,46.01132,65.356575,17.445383,94.35969,85.58057,22.61872
564,46.143272,64.93181,17.529722,94.48916,85.45773,22.531137
565,46.16919,64.6343,17.612406,94.57395,85.87186,22.421906
566,46.222324,64.30877,17.723274,94.734764,85.73429,22.303782
567,46.205105,63.99788,17.846542,94.87657,85.826965,22.227945
568,46.147488,63.798916,17.970486,94.87948,85.64934,22.087742
569,46.224148,63.473034,18.106611,95.11593,85.7348,22.007881
570,46.217674,63.015293,18.265394,95.23454,85.58788,21.909338
571,46.311325,62.598476,18.385862,95.50338,85.22921,21.813625
572,46.304043,62.07773,18.518972,95.46572,85.177246,21.707312
573,46.394505,61.523273,18.673239,95.82598,84.961334,21.556355
574,46.40782,60.896706,18.829723,96.13038,84.71784,21.443241
575,46.436283,60.4155,19.016151,96.471245,84.641235,21.301172
576,46.48475,59.84311,19.184284,96.557816,84.291466,21.088963
577,46.615772,59.34357,19.382545,96.77292,84.31002,20.950356
578,46.56245,58.877075,19.50673,96.85725,84.1481,20.721933
579,46.691063,58.395832,19.783749,97.09949,83.96932,20.580305
580,46.7059,57.825764,19.95923,97.080986,84.02086,20.352325
581,46.75795,57.371265,20.117285,96.918,84.09328,20.106339
582,46.777424,56.903423,20.280787,96.86777,83.909996,19.927582
583,46.844574,56.347176,20.420147,96.859566,83.79996,19.684721
584,46.925537,55.657,20.643265,96.79887,83.851265,19.526937
585,46.990837,55.12157,20.81226,96.80254,83.86426,19.2376
586,47.08668,54.537727,20.987793,97.36048,84.08597,18.95574
587,47.010296,54.10192,21.101137,97.55046,83.74207,18.652706
588,47.160976,53.5854,21.260817,97.736916,83.49901,18.42816
589,47.236973,53.05335,21.410952,97.69533,83.503944,18.116896
590,47.306755,52.522087,21.539925,97.85709,83.493065,17.795155
591,47.315582,52.05576,21.684597,98.10836,83.19913,17.519276
592,47.373684,51.553917,21.79955,98.13256,83.09217,17.223503
593,47.308468,51.15588,21.856276,98.12324,83.08515,16.859295
594,47.381428,50.685825,21.996014,98.3541,82.71005,16.533823
595,47.412548,50.183506,22.12727,98.38993,82.48219,16.208426
596,47.409515,49.695873,22.229551,98.30801,82.43258,15.904793
597,47.32964,49.199963,22.37556,98.406166,82.33404,15.701455
598,47.335003,48.636555,22.485283,98.12241,82.701904,15.553062
599,47.450867,48.098278,22.579044,97.892815,83.16409,15.557189
600,47.627666,47.523895,22.672565,97.7351,83.96718,15.701366
601,47.62287,47.047752,22.797226,97.45066,84.93065,16.109472
602,47.63427,46.625885,22.93603,97.19421,86.00617,16.72553
603,47.587074,46.29007,22.95208,96.93449,87.11957,17.625187
604,47.57848,45.85536,22.97951,96.52116,88.27267,18.739918
605,47.554485,45.3675,23.060926,96.17101,88.89029,20.047394
606,47.573658,44.855484,23.160637,95.73985,89.50342,21.564589
607,47.40824,44.41339,23.235897,95.54531,89.40671,23.173458
608,47.477184,43.895958,23.132723,95.396355,88.838554,24.938429
609,47.5176,43.319016,23.7236,95.035416,87.91343,26.090803
610,47.45467,42.78204,23.811583,94.6915,86.72379,26.734005
611,47.45641,42.23543,24.020473,94.44128,85.02439,26.813864
612,47.535843,41.65078,24.236525,94.03875,83.56429,26.81993
613,47.32943,41.291416,24.230425,93.673775,81.86416,26.69365
614,47.308678,40.859917,24.380362,92.975235,80.364334,26.648266
615,47.39326,40.365574,24.505522,92.40145,78.522545,26.371286
616,47.51675,39.80141,24.650621,92.0286,76.14261,26.241848
617,47.27946,39.575523,24.715874,91.5807,73.47039,26.372032
618,47.13483,39.43736,24.701641,91.26209,70.598526,26.73827
619,47.023376,39.167698,24.805597,90.923256,67.29394,27.301104
620,47.069275,38.536247,24.431084,90.59255,63.94394,27.899742
621,47.10368,38.262173,24.368065,90.524315,60.50906,28.973598
622,46.87997,38.173203,24.275368,90.366806,57.14552,30.305466
623,46.609863,38.193657,24.243277,90.394,53.98826,31.568333
624,46.515144,38.06816,24.234827,90.35099,51.00909,33.053673
625,46.291225,38.079082,24.153847,90.58305,48.181118,34.73662
626,46.315506,37.72088,24.51851,91.42358,45.47062,36.25906
627,46.1874,37.598408,24.369265,91.8764,43.174923,37.433216
628,46.24249,37.57573,24.121017,92.015526,41.107967,38.177185
629,46.296944,37.861347,24.00724,91.67696,39.453568,39.000355
630,46.32404,37.84816,23.848984,92.08547,38.103096,39.642773
631,46.31789,37.869534,23.801962,92.09845,37.18612,40.070152
632,46.293144,37.86508,23.660666,92.14053,36.43051,40.200943
633,46.25522,37.862648,23.550161,92.01724,35.950054,39.90479
634,46.49059,37.818333,23.451166,92.01098,35.65805,39.542156
635,46.514557,37.884262,23.295235,91.68165,35.658344,39.209415
636,46.680534,38.00806,23.150318,91.51656,35.77325,39.01634
637,47.042294,37.743267,23.077408,91.08109,36.013733,39.119286
638,47.031883,37.86507,23.068434,91.17388,36.34144,39.20854
639,47.092876,38.027008,22.943468,91.06829,36.62693,39.27748
640,47.236835,38.086246,22.739292,91.09573,36.706726,39.32206
641,47.1597,38.36005,22.487024,90.75157,36.997375,39.406452
642,47.028584,38.59755,22.216433,90.21794,37.252132,39.614685
643,47.04733,38.740997,22.052322,90.04455,37.381214,39.801956
644,47.32339,38.677776,21.84298,89.605194,37.542553,39.99858
645,47.19865,38.90654,21.621334,89.54159,37.72958,40.168728
646,47.132854,39.10066,21.44791,89.28099,37.78509,40.43288
647,47.291977,39.30139,21.198381,89.23792,37.98614,40.666405
648,47.301952,39.49835,20.971949,88.6606,38.098736,40.95647
649,47.291405,39.729866,20.742338,88.68586,38.41026,41.079872
650,47.421104,39.883865,20.574797,88.854095,38.577324,41.214443
651,47.33616,40.250954,20.339025,88.88336,38.87041,41.302185
652,47.265667,40.621605,20.106936,88.85291,39.163246,41.374554
653,47.279568,40.88733,19.880135,88.622375,39.512962,41.38543
654,47.306213,41.05073,19.73502,88.64579,39.67735,41.611076
655,47.29982,41.290752,19.522657,88.35182,40.130062,41.611393
656,47.295197,41.44295,19.27431,88.57527,40.293926,41.813763
657,47.319115,41.642113,19.24099,88.46207,40.67615,41.85519
658,47.33332,41.736397,19.14566,90.34445,41.04788,42.11091
659,47.416786,41.7532,19.329224,90.24158,41.40457,42.189026
660,47.44186,41.865265,19.33436,90.28731,41.719273,42.23859
661,47.50527,41.781292,19.45643,90.47934,42.028347,42.31585
662,47.562424,41.825912,19.382793,90.551674,42.385284,42.249805
663,47.52556,41.96355,19.317902,90.58613,42.852543,42.124542
664,47.616722,42.08594,18.956758,90.42372,43.2496,42.002296
665,47.69208,42.27542,18.8184,90.52112,43.72071,41.730103
666,47.732304,42.455574,18.023144,90.21369,44.119495,41.423023
667,47.811546,42.603207,17.919086,90.45324,44.35678,41.422024
668,47.91048,42.58226,18.13154,90.520256,44.634235,41.211647
669,47.870514,42.683163,16.673702,88.936554,44.591362,41.082405
670,47.81908,42.765907,16.464813,88.85575,45.010212,40.65736
671,47.74517,42.924484,16.07961,88.62592,45.53841,40.06637
672,47.72919,43.020782,15.918533,88.57906,45.884148,39.73227
673,47.40728,43.540318,15.710148,88.499664,46.223022,38.882828
674,47.56397,43.555347,15.717637,88.49454,46.511883,38.48559
675,47.558064,43.72294,15.517219,88.56216,46.718567,38.173237
676,47.543457,43.825565,15.366525,88.73544,46.95685,37.900448
677,47.594734,43.976933,15.304711,88.32737,47.368336,37.44136
678,47.606625,44.184002,15.25273,87.57162,47.767166,36.968643
679,47.677177,44.3081,15.11927,87.38698,48.140766,36.587124
680,47.7281,44.41328,15.014549,87.5249,48.304794,36.299698
681,47.81964,44.51639,14.797858,87.44162,48.64604,35.84123
682,47.856716,44.643024,14.781898,87.39021,49.077065,35.387638
683,47.896038,44.784378,14.714137,87.2284,49.462643,34.950867
684,47.931747,44.89072,14.697308,87.15799,49.817932,34.50388
685,47.925903,45.17153,14.532224,87.066986,50.232502,34.101955
686,47.95248,45.48731,14.364058,86.7062,50.75967,33.450996
687,47.959335,45.80442,14.154767,87.13289,50.886456,33.385006
688,48.03114,46.12177,14.024427,86.85764,51.271862,32.816135
689,48.11512,46.328144,13.934999,87.11369,51.43927,32.636673
690,48.161964,46.62909,13.836698,87.29524,51.734447,32.172832
691,48.26945,46.95735,13.689995,87.24401,52.132973,31.76729
692,48.313744,47.313538,13.468587,87.17902,52.71714,31.056465
693,48.37758,47.586815,13.249196,87.25582,53.302498,30.364773
694,48.409893,47.779682,13.190822,87.31644,53.872154,29.859232
695,48.442863,48.035748,12.807171,87.3667,54.51346,29.252459
696,48.334316,48.22906,12.70745,87.21668,55.213554,28.651457
697,48.37981,48.558136,12.337386,87.14461,55.82616,28.156963
698,48.34075,48.76818,12.149047,87.39014,56.25004,27.768475
699,48.291035,49.228565,11.91899,87.59624,56.59173,27.403765
700,48.344475,49.573483,11.485129,87.44784,57.09094,26.90629
701,48.378357,49.82663,11.192111,87.63547,57.537724,26.563454
702,48.881508,49.629944,10.622192,87.535065,58.279125,25.977037
703,48.612385,50.033604,10.367581,87.89088,58.634262,25.798018
704,48.271114,50.367058,9.922755,87.92996,59.18343,25.354301
705,47.669632,49.94282,10.537749,88.00276,59.693153,25.00666
706,47.052776,48.59122,11.204104,88.08998,60.389553,24.60778
707,47.467247,45.37761,12.751296,87.896706,61.000034,24.275843
708,46.32496,42.817127,15.004197,87.83774,61.48032,23.985666
709,45.201298,40.208706,18.211971,87.78579,61.894066,23.855942
710,43.907074,38.58037,21.245045,87.883064,62.21688,23.789434
711,42.820377,38.04391,23.941648,87.92567,62.619205,23.778782
712,40.87116,39.079884,25.784966,88.1851,62.876675,23.877735
713,40.946064,41.404953,26.165752,88.7281,62.91377,24.389914
714,41.39548,44.491226,26.615942,88.810265,63.306725,24.332308
715,42.12503,47.61906,25.992298,88.73965,63.748447,23.926672
716,42.792892,50.33214,25.110836,88.91134,64.019615,23.71235
717,43.303825,53.4208,24.055367,88.915886,64.31327,23.79625
718,43.827435,56.535908,22.80792,88.76054,64.74966,23.782585
719,43.82897,58.6667,21.404242,88.82537,65.13716,23.836794
720,43.830395,60.177193,20.398249,88.6662,65.49197,23.784676
721,43.62389,60.7405,19.67162,88.65858,65.78156,23.776655
722,43.356026,60.75442,19.174847,88.85971,66.02958,23.878428
723,43.07357,60.554173,18.693037,88.83118,66.31813,23.9053
724,42.997925,60.168594,18.655418,88.85049,66.47769,23.96494
725,42.876293,59.967384,18.481476,88.97903,66.508575,24.031042
726,42.861668,60.025993,18.501417,88.79697,66.67452,24.071884
727,42.81854,59.611263,18.617456,89.09668,66.69798,24.21913
728,42.91319,59.098446,18.694508,89.239426,66.83233,24.28727
729,43.045464,58.627464,18.7549,89.25918,66.95443,24.36299
730,43.010727,58.227386,18.733433,89.28513,67.044304,24.46043
731,43.02837,58.03666,18.679148,89.542114,66.98503,24.642431
732,42.950214,57.859608,18.613028,89.672386,66.99016,24.784718
733,42.993076,57.798916,18.584085,89.80767,67.001755,24.87961
734,42.871452,57.641083,18.548197,89.890945,67.004234,25.071156
735,43.046017,57.92434,18.526712,90.495674,66.96591,25.304794
736,43.027363,57.605423,18.494669,90.69906,67.019325,25.47932
737,43.137592,57.197796,18.580505,90.90461,67.03883,25.704895
738,43.229115,56.900776,18.586153,91.07486,67.168785,25.902885
739,43.2427,56.71395,18.59181,91.11202,67.37043,26.028738
740,43.169975,56.54325,18.651745,91.37063,67.47535,26.155064
741,43.19582,56.41271,18.572058,90.163284,67.830444,26.252737
742,43.17246,56.243412,18.613028,90.2336,68.08234,26.351229
743,43.04457,56.08465,18.680393,90.39767,68.16182,26.518608
744,43.097004,55.76148,18.811008,90.37564,68.47612,26.589157
745,43.220154,55.45091,18.839138,90.41215,68.74938,26.628622
746,43.27444,55.117607,18.926743,90.3976,69.05566,26.662334
747,43.34062,54.810493,19.060593,90.33627,69.404,26.644815
748,43.344948,54.508568,19.215189,90.2974,69.703026,26.67638
749,43.389328,54.151184,19.337702,90.35033,69.99582,26.690662
750,43.4524,53.91691,19.452656,90.407265,70.43792,26.721832
751,43.48627,53.616207,19.647156,90.4529,70.81625,26.700886
752,43.477085,53.34974,19.789318,90.55433,71.15832,26.727581
753,43.481125,53.10909,19.87277,90.70503,71.48928,26.719007
754,43.731495,53.389587,19.316044,91.89751,71.54486,26.716713
755,43.776154,53.043385,19.475368,91.99735,71.89674,26.705856
756,43.790367,52.61282,19.577461,92.04914,72.29515,26.640718
757,43.898617,52.14239,19.726147,92.19051,72.59887,26.652332
758,44.04431,51.655216,19.838968,92.37439,72.874725,26.643347
759,43.993923,51.23183,19.989094,92.3557,73.25359,26.649652
760,43.947666,50.740692,20.156923,92.27912,73.53407,26.658733
761,43.92796,50.318935,20.276236,92.34189,73.86954,26.630383
762,43.932167,49.91557,20.46909,92.2851,74.10997,26.634321
763,44.0712,49.426655,20.614603,92.49225,74.32401,26.654577
764,44.10256,48.989166,20.685226,92.348274,74.67747,26.594572
765,44.09291,48.56856,20.903284,92.38157,74.971054,26.516113
766,44.155933,48.08555,21.017673,92.45122,75.143616,26.485615
767,44.232117,47.58404,21.223244,92.57941,75.40023,26.454615
768,44.29168,47.17896,21.363922,92.525826,75.77244,26.396847
769,44.36901,46.79157,21.454346,92.67406,75.96602,26.347681
770,44.516426,46.315285,21.662672,92.680786,76.290146,26.221684
771,44.634186,45.85813,21.78256,92.77053,76.562965,26.0639
772,44.717186,45.43687,21.87325,93.089874,76.69453,26.035336
773,44.930004,44.949947,21.977413,93.28188,76.92299,25.977669
774,45.069454,44.524506,22.115461,93.48469,77.18374,25.904284
775,45.18578,44.0987,22.326077,93.51684,77.44951,25.77181
776,45.39114,43.705936,22.417051,93.81643,77.399895,25.716814
777,45.463886,43.32444,22.669304,93.949615,77.479004,25.583609
778,45.58603,42.995667,22.71891,94.34831,77.33472,25.520975
779,45.482697,42.65996,22.773088,94.47992,77.379776,25.369379
